,Company_Brand,Sector,Stage,Amount($),City,HeadQuarter,What_it_does,Year,Founded,Founders,Investor
0,TheCollegeFever,Energy,Seed,250000.0,Bangalore,"Bangalore, Karnataka, India","TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",2018,2016.0,Mumbai Angels Network,Undisclosed
1,Happy Cow Dairy,Agriculture,Seed,585960.0,Mumbai,"Mumbai, Maharashtra, India",A startup which aggregates milk from dairy farmers in rural Maharashtra.,2018,2016.0,Abhay Rangan,Undisclosed
2,MyLoanCare,Finance,Series A,952185.0,Gurgaon,"Gurgaon, Haryana, India",Leading Online Loans Marketplace in India,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
3,PayMe India,Finance,Angel,2000000.0,Noida,"Noida, Uttar Pradesh, India",PayMe India is an innovative FinTech organization which offers short term financial suport to corporate employees.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
4,Eunimart,Education,Seed,3000000.0,Hyderabad,"Hyderabad, Andhra Pradesh, India",Eunimart is a one stop solution for merchants to create a difference by selling globally.,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
5,Hasura,Energy,Seed,1600000.0,Bengaluru,"Bengaluru, Karnataka, India","Hasura is a platform that allows developers to build, deploy, and host cloud-native applications quickly.",2018,2016.0,Mumbai Angels Network,Undisclosed
6,Tripshelf,Energy,Seed,234384.0,Kalkaji,"Kalkaji, Delhi, India",Tripshelf is an online market place for holiday packages.,2018,2016.0,Mumbai Angels Network,Undisclosed
7,Hyperdata.IO,Energy,Angel,732450.0,Hyderabad,"Hyderabad, Andhra Pradesh, India",Hyperdata combines advanced machine learning with human intelligence.,2018,2016.0,Mumbai Angels Network,Undisclosed
8,Freightwalla,Energy,Seed,3000000.0,Mumbai,"Mumbai, Maharashtra, India",Freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,2018,2016.0,Mumbai Angels Network,Undisclosed
9,Microchip Payments,Finance,Seed,3000000.0,Bangalore,"Bangalore, Karnataka, India",Microchip payments is a mobile-based payment application and point-of-sale device,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
10,BizCrum Infotech Pvt. Ltd.,Energy,Seed,3000000.0,Delhi,"Delhi, Delhi, India",Building Transactionary B2B Marketplaces,2018,2016.0,Mumbai Angels Network,Undisclosed
11,Emojifi,Energy,Seed,3000000.0,Bengaluru,"Bengaluru, Karnataka, India","Emojifi is an app that provides live emoji, stickers & GIFs suggestions based on the typed words across chat platforms.",2018,2016.0,Mumbai Angels Network,Undisclosed
12,Flock,Energy,Seed,3000000.0,India,"India, Asia",Flock is a real-time messaging and collaboration app for teams that speeds up and simplifies communication and boosts productivity.,2018,2016.0,Mumbai Angels Network,Undisclosed
13,Freshboxx,Energy,Seed,3000000.0,Hubli,"Hubli, Karnataka, India","Freshboxx is incubated at Sandbox Startups, a unit of the Deshpande Foundation.",2018,2016.0,Mumbai Angels Network,Undisclosed
14,Wide Mobility Mechatronics,Energy,Seed,3000000.0,Bangalore,"Bangalore, Karnataka, India",Wide Mobility Mechatronics is a Private Company limited by Shares,2018,2016.0,Mumbai Angels Network,Undisclosed
15,Pitstop,Energy,Seed,1464900.0,Bengaluru,"Bengaluru, Karnataka, India",Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,2018,2016.0,Mumbai Angels Network,Undisclosed
16,Mihuru,Finance,Seed,150000.0,Mumbai,"Mumbai, Maharashtra, India",Mihuru is an online platform which gives micro loans for air travel .,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
17,Fyle,Finance,Seed,1100000.0,Bengaluru,"Bengaluru, Karnataka, India",Fyle is an intelligent expense management platform for enterprises.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
18,AppWharf,Energy,Seed,3000000.0,New Delhi,"New Delhi, Delhi, India",Appwharf is an intelligent assistant that helps find you the best-fit SaaS for your business.,2018,2016.0,Mumbai Angels Network,Undisclosed
19,Antariksh Waste Ventures Pvt ltd,Energy,Seed,7324.5,Chennai,"Chennai, Tamil Nadu, India",Waste Management for Smart Cities,2018,2016.0,Mumbai Angels Network,Undisclosed
20,Cogoport,Energy,Series A,6000000.0,Mumbai,"Mumbai, Maharashtra, India",Cogoport is a platform that provides freight buying industry with spot rates and bidding process for freight buyers.,2018,2016.0,Mumbai Angels Network,Undisclosed
21,PaisaDukan,Finance,Seed,650000.0,Mumbai,"Mumbai, Maharashtra, India",A P2P lending marketplace platform,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
22,Sleepy Owl Coffee,Energy,Seed,512715.0,New Delhi,"New Delhi, Delhi, India","Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",2018,2016.0,Mumbai Angels Network,Undisclosed
23,BlueJack,Energy,Seed,937536.0,Delhi,"Delhi, Delhi, India",Delhi-based online used vehicles marketplace.,2018,2016.0,Mumbai Angels Network,Undisclosed
24,PregBuddy,Healthcare,Seed,3000000.0,Bengaluru,"Bengaluru, Karnataka, India",PregBuddy is a smart connected care platform for expecting mothers.,2018,2016.0,Ashish Rawat,Undisclosed
25,AgNext Technologies,Agriculture,Series A,3000000.0,Mohali,"Mohali, Punjab, India",AgNext is an agricultural sensing and solutions company focused on building data-driven solutions for agricultural stakeholders,2018,2016.0,Abhay Rangan,Undisclosed
26,Pando,Energy,Seed,2000000.0,Chennai,"Chennai, Tamil Nadu, India",A startup which digitizes logistics operations for Fortune 500 companies.,2018,2016.0,Mumbai Angels Network,Undisclosed
27,Mintifi,Finance,Seed,2000000.0,Mumbai,"Mumbai, Maharashtra, India",Online lending startup based in Mumbai.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
28,Carcrew,Energy,Seed,2000000.0,Mumbai,"Mumbai, Maharashtra, India",India's Online Auto Repair Marketplace,2018,2016.0,Mumbai Angels Network,Undisclosed
29,NicheAI,Energy,Angel,3000000.0,Hyderabad,"Hyderabad, Andhra Pradesh, India",Early stage Artificial Intelligence (AI) start up.,2018,2016.0,Mumbai Angels Network,Undisclosed
30,Chariot Tech,Energy,Seed,292980.0,New Delhi,"New Delhi, Delhi, India",Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,2018,2016.0,Mumbai Angels Network,Undisclosed
31,Ideal Insurance Brokers/ 121Policy.com,Finance,Seed,1000000.0,Kolkata,"Kolkata, West Bengal, India",Ideal Insurance Broking is one of the leaders in insurance broking domain.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
32,Loanzen,Finance,Seed,3000000.0,Bangalore,"Bangalore, Karnataka, India",Loanzen helps small businesses get unsecured working capital loans against their their pending invoices.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
33,Mojro Technologies,Energy,Seed,650000.0,Bengaluru,"Bengaluru, Karnataka, India",Mojro envisions to be the world's largest technology-enabled logistics platform.,2018,2016.0,Mumbai Angels Network,Undisclosed
34,Elemential,Energy,Seed,1000000.0,Mumbai,"Mumbai, Maharashtra, India","Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",2018,2016.0,Mumbai Angels Network,Undisclosed
35,Loadshare,Energy,Series A,5000000.0,Bengaluru,"Bengaluru, Karnataka, India",LoadShare is India’s fastest growing logistics company,2018,2016.0,Mumbai Angels Network,Undisclosed
36,Yumlane,Energy,Series A,4000000.0,Mumbai,"Mumbai, Maharashtra, India",Food startup Yumlane operated by QwikPik Technology,2018,2016.0,Mumbai Angels Network,Undisclosed
37,Kriger Campus,Education,Seed,439470.0,New Delhi,"New Delhi, Delhi, India",A Education Start Up.,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
38,Pipa+Bella,Education,Series A,1000000.0,Mumbai,"Mumbai, Maharashtra, India",Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
39,Kaleidofin,Finance,Seed,2800000.0,Chennai,"Chennai, Tamil Nadu, India",A fintech platform.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
40,Chakr Innovation,Energy,Seed,3000000.0,New Delhi,"New Delhi, Delhi, India",Chakr has developed the world’s first retro-fit emission control device for diesel generators.,2018,2016.0,Mumbai Angels Network,Undisclosed
41,IndigoLearn,Education,Seed,150000.0,Hyderabad,"Hyderabad, Andhra Pradesh, India",India's the premier education destination catering to the needs of aspiring students of the CA community.,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
42,UClean,Energy,Seed,585960.0,India,"India, Asia",UClean is a tech enabled laundry service provider.,2018,2016.0,Mumbai Angels Network,Undisclosed
43,Coutloot,Education,Seed,1000000.0,Mumbai,"Mumbai, Maharashtra, India",The Fashion Re-commerce platform.,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
44,Letstrack,Healthcare,Seed,1700000.0,New Delhi,"New Delhi, Delhi, India","Letstrack GPS tracking devices to track your kids, bike, car and other vehicles. GPS trackers for Vehicle Tracking System in India.",2018,2016.0,Ashish Rawat,Undisclosed
45,Pooltoo,Energy,Seed,3000000.0,New Delhi,"New Delhi, Delhi, India",Pooltoo offers a premium ride sharing platform.,2018,2016.0,Mumbai Angels Network,Undisclosed
46,Finzy,Finance,Seed,1300000.0,Bangalore,"Bangalore, Karnataka, India",finzy is the premier peer to peer lending solution in India.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
47,Fitternity,Healthcare,Seed,2000000.0,Mumbai,"Mumbai, Maharashtra, India",India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,2018,2016.0,Ashish Rawat,Undisclosed
48,Keito,Energy,Seed,3000000.0,Pune,"Pune, Maharashtra, India",Building an Intelligent Digital Assistant.,2018,2016.0,Mumbai Angels Network,Undisclosed
49,Tolet for Students,Healthcare,Seed,73245.0,Jodhpur,"Jodhpur, Rajasthan, India","Reserve your Room, Hostel or Paying Guest, while relocating for higher education.",2018,2016.0,Ashish Rawat,Undisclosed
50,Chai Kings,Energy,Seed,292980.0,Chennai,"Chennai, Tamil Nadu, India",Chai Kings is a tea retail chain,2018,2016.0,Mumbai Angels Network,Undisclosed
51,Dainik Jagran,Energy,Seed,585960.0,Kanpur,"Kanpur, Uttar Pradesh, India",Dainik Jagran is a media and communications group.,2018,2016.0,Mumbai Angels Network,Undisclosed
52,Playtoome,Energy,Seed,292980.0,Bengaluru,"Bengaluru, Karnataka, India",Playtoome is a live entertainment destination,2018,2016.0,Mumbai Angels Network,Undisclosed
53,ONGO Framework,Energy,Angel,1000000.0,Hyderabad,"Hyderabad, Andhra Pradesh, India",ONGO Framework is a B2B IT and digital solution provider.,2018,2016.0,Mumbai Angels Network,Undisclosed
54,Notesgen,Education,Seed,183112.5,New Delhi,"New Delhi, Delhi, India",A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
55,Arogya MedTech,Healthcare,Seed,219735.0,Kolkata,"Kolkata, West Bengal, India",Arogya MedTech is a Research & Development organization in Bio-Medical industry.,2018,2016.0,Ashish Rawat,Undisclosed
56,Propshop24,Education,Seed,500000.0,Mumbai,"Mumbai, Maharashtra, India","Propshop24, a one-stop shop for a handpicked selection of 'fun'tastic products from around the world.",2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
57,myUpchar,Healthcare,Series A,5000000.0,New Delhi,"New Delhi, Delhi, India",To bring health issues to people in their language.,2018,2016.0,Ashish Rawat,Undisclosed
58,MissMalini Entertainment,Energy,Seed,1523496.0,Mumbai,"Mumbai, Maharashtra, India","MissMalini Entertainment is a multi-platform new media network dedicated to Entertaining, Connecting & Empowering young Indians.",2018,2016.0,Mumbai Angels Network,Undisclosed
59,Rooter,Energy,Seed,659205.0,India,"India, Asia",Rooter is a mobile-based platform,2018,2016.0,Mumbai Angels Network,Undisclosed
60,ZestMoney,Finance,Series A,13400000.0,Bangalore,"Bangalore, Karnataka, India",Zest is India's first completely automated consumer digital lending platform.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
61,alphaics Corporation,Energy,Seed,3000000.0,Bengaluru,"Bengaluru, Karnataka, India",Advancing AI compute,2018,2016.0,Mumbai Angels Network,Undisclosed
62,MyDentistChoice,Healthcare,Seed,500000.0,Hyderabad,"Hyderabad, Andhra Pradesh, India",MyDentistChoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,2018,2016.0,Ashish Rawat,Undisclosed
63,Sattviko,Retail,Angel,3000000.0,New Delhi,"New Delhi, Delhi, India",Sattviko fosters wellness and shares Indianness through the Sattvik way of cooking that is wholesome and tasty!,2018,2016.0,"Aditi Murarka Agrawal, Anurag Agrawal",Undisclosed
64,Sensibull,Energy,Seed,366225.0,Bangalore,"Bangalore, Karnataka, India",Investment Management Platform,2018,2016.0,Mumbai Angels Network,Undisclosed
65,Bombay Shaving Company,Energy,Series A,3000000.0,New Delhi,"New Delhi, Delhi, India",Bombay Shaving Company is a Men's grooming startup,2018,2016.0,Mumbai Angels Network,Undisclosed
66,MedCords,Healthcare,Seed,386733.60000000003,Pune,"Pune, Maharashtra, India",Medcords is India’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,2018,2016.0,Ashish Rawat,Undisclosed
67,University Living,Education,Seed,3000000.0,New Delhi,"New Delhi, Delhi, India",University Living is an online global student housing marketplace.,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
68,&ME,Healthcare,Seed,3000000.0,Bangalore,"Bangalore, Karnataka, India",Food and Beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,2018,2016.0,Ashish Rawat,Undisclosed
69,Enakshi,Energy,Seed,117192.0,Ahmedabad,"Ahmedabad, Gujarat, India",Enakshi is an online apparel brand for women.,2018,2016.0,Mumbai Angels Network,Undisclosed
70,Ultraviolette Automotive,Energy,Series A,878.94,Bangalore,"Bangalore, Karnataka, India",Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,2018,2016.0,Mumbai Angels Network,Undisclosed
71,Inthree Access,Retail,Series A,4000000.0,Chennai,"Chennai, Tamil Nadu, India",Inthree Access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in Rural India.,2018,2016.0,"Aditi Murarka Agrawal, Anurag Agrawal",Undisclosed
72,BUGWORKS Research India,Healthcare,Series A,9000000.0,Bangalore,"Bangalore, Karnataka, India",BUGWORKS is a drug discovery company.,2018,2016.0,Ashish Rawat,Undisclosed
73,Guardian.in,Energy,Seed,3000000.0,Mumbai,"Mumbai, Maharashtra, India",GNC is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,2018,2016.0,Mumbai Angels Network,Undisclosed
74,PrestLoans,Finance,Seed,100000.0,New Delhi,"New Delhi, Delhi, India","PrestLoans New age tech driven RBI regd NBFC helping businesses by providing easy, quick n hassle free loans.",2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
75,Wimoxez,Energy,Seed,20000.0,Hyderabad,"Hyderabad, Andhra Pradesh, India","Data Intelligence Publishing Platform, We bring the best resources to learn valuable technologies which will shape tomorrow.",2018,2016.0,Mumbai Angels Network,Undisclosed
76,India Accelerator,Energy,Angel,3000000.0,Gurgaon,"Gurgaon, Haryana, India",India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,2018,2016.0,Mumbai Angels Network,Undisclosed
77,HappyEMI,Finance,Seed,1000000.0,Bangalore,"Bangalore, Karnataka, India",HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
78,Wishup,Energy,Seed,3000000.0,Azadpur,"Azadpur, Delhi, India",Premium Personal Assistance service,2018,2016.0,Mumbai Angels Network,Undisclosed
79,Hansel.io,Energy,Series A,4000000.0,Bangalore,"Bangalore, Karnataka, India","Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",2018,2016.0,Mumbai Angels Network,Undisclosed
80,Propelld,Finance,Seed,250000.0,Bengaluru,"Bengaluru, Karnataka, India",Propelld is a student education financing platform.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
81,PivotRoots,Energy,Series A,3000000.0,Mumbai,"Mumbai, Maharashtra, India",Digital Marketing powered by Data & Technology; fueled by Design thinking,2018,2016.0,Mumbai Angels Network,Undisclosed
82,ZiffyHomes,Energy,Seed,120000.0,New Delhi,"New Delhi, Delhi, India",ZiffyHomes is a technology driven marketplace to find out home on rent.,2018,2016.0,Mumbai Angels Network,Undisclosed
83,Carmesi,Energy,Seed,498066.0,Gurgaon,"Gurgaon, Haryana, India",Carmesi is a brand of high-end menstrual-hygiene products in India.,2018,2016.0,Mumbai Angels Network,Undisclosed
84,OckyPocky,Energy,Angel,3000000.0,Haryana,"Haryana, Haryana, India",OckyPocky is a interactive and personalised language learning app for preschool kids.,2018,2016.0,Mumbai Angels Network,Undisclosed
85,Racetrack,Energy,Seed,5009958.0,Bangalore,"Bangalore, Karnataka, India","Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",2018,2016.0,Mumbai Angels Network,Undisclosed
86,WHR,Energy,Seed,143145.0,Pune,"Pune, Maharashtra, India","WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",2018,2016.0,Mumbai Angels Network,Undisclosed
87,Asteria Aerospace,Aviation,Seed,3000000.0,Bangalore,"Bangalore, Karnataka, India",Asteria Aerospace is a robotics and artificial intelligence company.,2018,2016.0,Mughilan Thiru Ramasamy,India Accelerator
88,FabAlley,Education,Series B,8789400.0,Noida,"Noida, Uttar Pradesh, India","FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
89,Tranzmeo,Energy,Pre-Seed,3000000.0,Cochin,"Cochin, Kerala, India",Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,2018,2016.0,Mumbai Angels Network,Undisclosed
90,SBI Life,Finance,Private Equity,742000000.0,Mumbai,"Mumbai, Maharashtra, India",SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
91,Studds Accessories,Education,Private Equity,14649000.0,Faridabad,"Faridabad, Haryana, India",Studds Accessories is a scooter accessories service provider in India,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
92,Design Cafe,RealEstate,Series B,29298000.0,Bengaluru,"Bengaluru, Karnataka, India","Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",2018,2016.0,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
93,NoPaperForms Solutions Pvt. Ltd.,Education,Series B,3980000.0,New Delhi,"New Delhi, Delhi, India","NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
94,Rays Power Infra,Energy,Venture - Series Unknown,29298000.0,Jaipur,"Jaipur, Rajasthan, India",Rays Power Infra is a leading integrated Solar Power Company.,2018,2016.0,Mumbai Angels Network,Undisclosed
95,AuthMetrik,Energy,Grant,10000.0,Gurgaon,"Gurgaon, Haryana, India","SaaS, B2B, Security, Stop account sharing, Fraud Detection",2018,2016.0,Mumbai Angels Network,Undisclosed
96,Khidki,Energy,Seed,3000000.0,Bangalore,"Bangalore, Karnataka, India",Vernacular Social Network Focused on Town Level Content and Interactions,2018,2016.0,Mumbai Angels Network,Undisclosed
97,LetsTransport,Energy,Series B,14649000.0,Bangalore,"Bangalore, Karnataka, India",Lets transport is a logistics solution provider.,2018,2016.0,Mumbai Angels Network,Undisclosed
98,Next Digital Solutions,Energy,Angel,1464.9,Kota,"Kota, Rajasthan, India",Next Digital Solutions is website design & Digital Marketing development company.,2018,2016.0,Mumbai Angels Network,Undisclosed
99,Portea Medical,Healthcare,Debt Financing,3662250.0,Bangalore,"Bangalore, Karnataka, India",Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,2018,2016.0,Ashish Rawat,Undisclosed
100,Aavas Financiers,Finance,Post-IPO Debt,29298000.0,Jaipur,"Jaipur, Rajasthan, India","Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
101,Swiggy,Energy,Series H,1000000000.0,Bangalore,"Bangalore, Karnataka, India",Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,2018,2016.0,Mumbai Angels Network,Undisclosed
102,Milkbasket,Education,Series A,7000000.0,Haryana,"Haryana, Haryana, India","Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
103,Nutrisattva (Proliva),Healthcare,Angel,3000000.0,Anand,"Anand, Gujarat, India",Nutrisattva is a protein innovation compan,2018,2016.0,Ashish Rawat,Undisclosed
104,Toppr,Education,Series C,35000000.0,Mumbai,"Mumbai, Maharashtra, India",Toppr.com is an online preparation platform for entrance exams in India.,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
105,Jagaran Microfin,Energy,Debt Financing,8056950.0,Kolkata,"Kolkata, West Bengal, India",Jagaran Microfin is a Microfinance institution which achieves a healthy amalgamation of social and financial,2018,2016.0,Mumbai Angels Network,Undisclosed
106,Vivriti Capital,Finance,Venture - Series Unknown,28500000.0,Chennai,"Chennai, Tamil Nadu, India",Vivriti Capital is an online platform for institutional debt in India.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
107,Be U Salons,Retail,Seed,439470.0,New Delhi,"New Delhi, Delhi, India",Be U is India's first subscription based Salon Chain.,2018,2016.0,"Aditi Murarka Agrawal, Anurag Agrawal",Undisclosed
108,Impact Guru,Education,Series A,2000000.0,Mumbai,"Mumbai, Maharashtra, India","We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
109,MobiKwik,Finance,Series E,3515760.0,Gurgaon,"Gurgaon, Haryana, India",MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
110,Stones2Milestones,Education,Seed,3000000.0,Gurgaon,"Gurgaon, Haryana, India",Stones2milestones is a Gurgaon Based Learning Company.,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
111,Generico,Healthcare,Series A,3000000.0,Mumbai,"Mumbai, Maharashtra, India",Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,2018,2016.0,Ashish Rawat,Undisclosed
112,Adiuvo Diagnostics,Healthcare,Seed,3000000.0,Chennai,"Chennai, Tamil Nadu, India",Adiuvo Diagnostics is a medical diagnostic device company based in India.,2018,2016.0,Ashish Rawat,Undisclosed
113,DataTrained,Education,Seed,1757880.0,Bangalore,"Bangalore, Karnataka, India","DataTrained is a educational platform, which operates an ed-tech startup on data science",2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
114,OneAssist,Finance,Debt Financing,2400000.0,Mumbai,"Mumbai, Maharashtra, India",OneAssist is a protection & assistance services platform.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
115,Satin Creditcare Network Limited (SCNL),Finance,Post-IPO Debt,30000000.0,New Delhi,"New Delhi, Delhi, India",Satin is a non-banking finance company providing individual loans to urban shopkeepers.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
116,APAC Financial Services,Finance,Private Equity,36622500.0,Mumbai,"Mumbai, Maharashtra, India",APAC Financial Services is a financial services platform.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
117,Moglix,Education,Series C,23000000.0,Noida,"Noida, Uttar Pradesh, India","Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
118,SEDEMAC Mechatronics,Energy,Venture - Series Unknown,3000000.0,Mumbai,"Mumbai, Maharashtra, India",SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,2018,2016.0,Mumbai Angels Network,Undisclosed
119,MadGuy Labs,Energy,Venture - Series Unknown,150000.0,Hyderabad,"Hyderabad, Andhra Pradesh, India",MadGuy Labs is a Online Test-prep Platform.,2018,2016.0,Mumbai Angels Network,Undisclosed
120,Dee Dee Labs,Healthcare,Seed,3000000.0,Pune,"Pune, Maharashtra, India",Dee Dee Labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,2018,2016.0,Ashish Rawat,Undisclosed
121,FLEECA,Energy,Seed,3000000.0,Jaipur,"Jaipur, Rajasthan, India",FLEECA is a Tyre Care Provider company.,2018,2016.0,Mumbai Angels Network,Undisclosed
122,Shop101,Education,Series B,11000000.0,Mumbai,"Mumbai, Maharashtra, India",#1 Online Selling App. India’s leading social commerce platform. Setup free online store in 2 min. Sell own goods or resell Shop101 Supply.,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
123,FeedMyPockets,Energy,Seed,644556.0,Bangalore City,"Bangalore City, Karnataka, India",On Demand Staffing Platform,2018,2016.0,Mumbai Angels Network,Undisclosed
124,Housejoy,Healthcare,Series B,3240000.0,Bengaluru,"Bengaluru, Karnataka, India",Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,2018,2016.0,Ashish Rawat,Undisclosed
125,Ambee,Healthcare,Angel,3000000.0,Bangalore,"Bangalore, Karnataka, India",Ambee is an Environment analytics startup.,2018,2016.0,Ashish Rawat,Undisclosed
126,FoodBuddy,Energy,Seed,878940.0,Belgaum,"Belgaum, Karnataka, India","FoodBuddy is a online food delivery portal, providing boundary breaking delivery.",2018,2016.0,Mumbai Angels Network,Undisclosed
127,Ninjacart,Energy,Series B,36622500.0,Bengaluru,"Bengaluru, Karnataka, India",Ninjacart is a B2B agri-marketing platform that connects vegetables and fruits farmers directly with businesses.,2018,2016.0,Mumbai Angels Network,Undisclosed
128,Olly Smart Credit Card,Finance,Seed,3000000.0,New Delhi,"New Delhi, Delhi, India",Olly is a digital credit card for India's working masses and young people.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
129,Zestl,Energy,Seed,3000000.0,Pune,"Pune, Maharashtra, India","No-Code Workflow Automation. Build enterprise applications in days with AI, Cognitive Automation, Collaboration and more built in.",2018,2016.0,Mumbai Angels Network,Undisclosed
130,BYJU’S,Education,Private Equity,540000000.0,Bangalore,"Bangalore, Karnataka, India",BYJU’s is an edtech company that is reinventing how students learn through its learning app.,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
