,Company_Brand,Sector,Stage,Amount($),City,HeadQuarter,What_it_does,Year,Founded,Founders,Investor
2437,Ankur capital,Finance,Unknown,40000000.0,Mumbai,Mumbai,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians. Ritu Verma,2021,2011.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
2438,Indifi,Finance,Debt,5000000.0,Gurugram,Gurugram,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,2021,2015.0,"Alok Mittal, Siddharth Mahanot, Sundeep Sahi","Elevar Equity, Accel India"
2439,Firmway,Finance,Pre-seed,3000000.0,Mumbai,Mumbai,Firmway is a platform that digitizes balance confirmation and reconciliation process.,2021,2016.0,"Prashant Gupta, Vivek Chandan",Undisclosed
2440,Say Cheese,Energy,Seed,1000000.0,Mumbai,Mumbai,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",2021,2020.0,Rajpreet Kaur,Undisclosed
2441,Indic Inspirations,Energy,Unknown,300000.0,Pune,Pune,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting. Sunil Jalihal",2021,2019.0,Marquee investors,Undisclosed
2442,Bimaplan,Finance,Seed,500000.0,Mumbai,Mumbai,Affordable insurance for the next billion Indians,2021,2020.0,Vikul Goyal,"Titan Capital, Y Combinator"
2443,YAP,Finance,Series B,10000000.0,Chennai,Chennai,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,2021,2014.0,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital"
2444,Leap Finance,Finance,Series B,17000000.0,Bangalore,Bangalore,Leap Finance is a fintech startup for Indian students pursuing international higher education,2021,2019.0,Vaibhav Singh,Jungle Ventures
2445,BlackSoil NBFC,Finance,Unknown,3000000.0,Mumbai,Mumbai,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors. Mohinder Pal Bansal,2021,2010.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
2446,OYO,Healthcare,Unknown,200000000.0,Gurugram,Gurugram,OYO operates a branded network of hotels designed to offer standardized stay experiences. Ritesh Agarwal,2021,2012.0,Hindustan Media Venture,Undisclosed
2447,Max Healthcare,Energy,Unknown,140000000.0,New Delhi,New Delhi,Max Healthcare is one of the leading chain of hospitals in India. Analjit Singh,2021,2000.0,"Radiant Life Care Private Ltd, Life Healthcare",Undisclosed
2448,4baseCare,Energy,Pre-series A,2000000.0,Bangalore,Bangalore,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,2021,2018.0,"Hitesh Goswami, Kshitij Rishi","Mount Judi Ventures, growX Ventures, Season Two Ventures"
2449,Ezstays,Education,Seed,400000.0,New Delhi,New Delhi,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",2021,2019.0,"Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy
2450,Stylework,Energy,Pre-series A,500000.0,Gurugram,Gurugram,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,2021,2017.0,Sparsh Khandelwal,Inflection Point Ventures
2451,Kinara Capital,Finance,Unknown,6000000.0,Bangalore,Bangalore,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs. Hardika Shah,2021,2011.0,"GAWA Capital, Gaja Capital",Undisclosed
2452,Riskcovry,Energy,Series A,5000000.0,Bangalore,Bangalore,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",2021,2018.0,"Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund"
2453,NODWIN,Energy,Unknown,20000000.0,Gurugram,Gurugram,NODWIN Gaming is a gaming solutions company and creator of e-sports events. Gautam Virk,2021,2012.0,Krafton,Undisclosed
2454,Quizizz,Education,Series A,12500000.0,Bangalore,Bangalore,Quizizz is a Education based startup,2021,2015.0,"Ankit Gupta, Deepak Joy Cheenath","Eight Roads Ventures India, Nexus Venture Partners"
2455,Ecom Express,Education,Unknown,20000000.0,New Delhi,New Delhi,"Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry. K. Satyanarayana, Manju Dhawan, Sanjeev Saxena, T. A. Krishnan",2021,2012.0,"CDC Group, Partners Group",Undisclosed
2456,Turtlemint,Energy,Series D,45000000.0,Mumbai,Mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,2021,2015.0,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",Jungle Ventures
2457,Captain Fresh,Energy,Seed,3000000.0,Bangalore,Bangalore,Captain Fresh is a freshwater fish and seafood supply chain platform.,2021,2019.0,Utham Gowda,"Matrix Partners India, Ankur Capital"
2458,Northern Arc,Finance,Debt,10000000.0,Chennai,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,2008.0,Kshama Fernandes,"U.S. International Development Finance Corp, Asian Development Bank"
2459,Qoohoo,Energy,Seed,800000.0,Bangalore,Bangalore,A platform for creators to build immersive connections with their fans and followers and monetize them.,2021,2020.0,"Vimal Singh Rathore, Aseem Gupta",Angel investors
2460,IGL,Energy,Unknown,500000.0,Mumbai,Mumbai,Indian Gaming League is the premier eSports platform in India. Yash Pariani,2021,2016.0,"Hungama, Hindustan Talkies",Undisclosed
2461,AMPM,Education,Unknown,200000.0,Gurugram,Gurugram,24*7 convenience store Shubham Gupta,2021,2018.0,Agility Venture Partners,Undisclosed
2462,The ePlane,Energy,Seed,1000000.0,Chennai,Chennai,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",2021,2016.0,"Pranjal Mehta, Satyanarayanan Chakravarthy","Speciale Invest, Farid Ahsan"
2463,Cashify,Education,Unknown,15000000.0,Gurugram,Gurugram,"Cashify.in is an e-commerce platform for reselling used electronic gadgets. Amit Sethi, Mandeep Manocha, Nakul Kumar",2021,2009.0,"Bessemer Venture Partners, CDH Investments",Undisclosed
2464,Bijnis,Energy,Unknown,3000000.0,New Delhi,New Delhi,"Digitizing the Factories of the Unorganised Industries. Chaitanya Rathi, Shubham Agarwal, Siddharth Rastogi, Siddharth Vij",2021,2014.0,"Sequoia Capital India, Matrix Partners India",Undisclosed
2465,Questt,Education,Seed,1000000.0,Gurugram,Gurugram,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,2021,2020.0,"Akhil Singh, Mohsin, Rohit Pande","Chiratae Ventures, AET Fund"
2466,DealShare,Education,Debt,3000000.0,Jaipur,Jaipur,DealShare is a Social Commerce Startup,2021,2018.0,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Omidyar Network, Falcon Edge Capital"
2467,Euler Motors,Energy,Series A,4000000.0,New Delhi,New Delhi,Electric Light Commercial Vehicle,2021,2018.0,Saurav Kumar,"Jetty Ventures, Srinivas Anumolu"
2468,Blume Ventures,Finance,Unknown,40000000.0,Mumbai,Mumbai,"Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures. Karthik Reddy, Sanjay Nath",2021,2011.0,Avendus,Undisclosed
2469,KoineArth,Energy,Pre-series A,1800000.0,Bangalore,Bangalore,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",2021,2018.0,Praphul Chandra,YourNest
2470,ImaginXP,Education,Unknown,1500000.0,Pune,Pune,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking. Vidhika Rohatgi,2021,2013.0,Venture Catalysts,Undisclosed
2471,Virohan,Education,Unknown,3000000.0,Gurugram,Gurugram,"Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry. Archit Jayasal, Kunaal Dudeja, Nalin Saluja",2021,2018.0,"National Skill Development Corporation, Rianta Capital",Undisclosed
2472,Apna.co,Energy,Unknown,12500000.0,Bangalore,Bangalore,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs. Nirmit Parikh,2021,2019.0,"Sequoia Capital India, Rocketship.vc",Undisclosed
2473,ideaForge,Energy,Unknown,2000000.0,Mumbai,Mumbai,"ideaForge is an Indian company engaged in the development of unmanned aerial systems. Ankit Mehta, Ashish Bhat",2021,2007.0,"Infosys, Qualcomm Ventures",Undisclosed
2474,Clairco,Energy,Unknown,500000.0,Bangalore,Bangalore,Clairco provides enhanced air purification and real-time insights for breathable air indoors. Aayush Jha,2021,2018.0,"Real Estate Accelerator Program (REAP), AngelList",Undisclosed
2475,Northern Arc,Finance,Debt,50000000.0,Chennai,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,2008.0,Kshama Fernandes,"Asian Development Bank, U.S. International Development Finance Corp"
2476,Lenskart,Energy,Unknown,95000000.0,Faridabad,"Faridabad, Haryana","Lenskart is an India-based online shopping portal for eyewear. Amit Chaudhary, Peyush Bansal",2021,2010.0,"Kohlberg Kravis Roberts, Temasek Holdings",Undisclosed
2477,ParkSmart,Energy,Seed,3000000.0,New Delhi,New Delhi,ParkSmart is a parking management application.,2021,2018.0,"Prateek Garg, Rahul Gupta, Ratan Anmol Sethi, Rishabh Nagpal, Vishva Sharma","Shireen Rangaswamy, Dilesh Gathani"
2478,Virohan,Education,Series A,3000000.0,Gurugram,Gurugram,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,2021,2018.0,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja","Rebright Partners, Wadhwani Foundation"
2479,BankSathi,Finance,Seed,200000.0,New Delhi,New Delhi,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",2021,2019.0,Jitendra Dhaka,"Dinesh Godara, Aditya Talwar"
2480,Spark Studio,Education,Seed,3000000.0,Bangalore,Bangalore,Online courses to build creativity and confidence in children through extra-curricular learning,2021,2020.0,Anushree Goenka,Better Capital
2481,BlissClub,Energy,Seed,2000000.0,Bangalore,Bangalore,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",2021,2020.0,Minu Margeret,Elevation Capital
2482,BricSpaces,Energy,Pre-seed,350000.0,Bangalore,Bangalore,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",2021,2018.0,Madhusudhan,Angel investors
2483,ANSR,Energy,Series B,15000000.0,Bangalore,Bangalore,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",2021,2008.0,Lalit Ahuja,"Sistema Asia Capital, Evolvence India Fund"
2484,Keito,Energy,Seed,3000000.0,Pune,Pune,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",2021,2016.0,Amal P S,"Rajesh Agarwal, Nandkishore Mundada"
2485,Reccy Adventures,Energy,Seed,400000.0,Gurugram,Gurugram,Reccy Adventures is an adventure sports startup.,2021,2019.0,"Amit Chowdhury, Siddhartha Chatterjee, Tapas Pal","Kallol Banerjee, Jaydeep Barman"
2486,Magenta EV,Energy,Series A,15000000.0,Mumbai,Mumbai,Magenta is in the business of Enabling electric mobility & Making electricity clean,2021,2017.0,"Maxson Lewis, Darryl Dias","JITO Angel Network, LetsVenture"
2487,Karbon Card,Finance,Pre-series A,1000000.0,Bangalore,Bangalore,Karbon Card is a financial platform for Indian entrepreneurs.,2021,2019.0,"Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-fu Hsieh, Sunil Kumar","MyAsia VC, Orios Venture Partners"
2488,Wysa,Energy,Series A,5000000.0,Bangalore,Bangalore,Wysa is an AI conversational agent that has been shown to help improve mental health,2021,2015.0,"Jo Aggarwal, Ramakant Vempati","W Health Ventures, Pi Ventures"
2489,Agnikul,Energy,Series A,11000000.0,Chennai,Chennai,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",2021,2017.0,"Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran","Artha India Ventures, Sriram Krishnan"
2490,LegalPay,Finance,Seed,3000000.0,New Delhi,New Delhi,A trusted financial partner for advocates and corporate.,2021,2019.0,Kundan Shahi,9Unicorns
2491,Glamplus,Energy,Pre-series A,200000.0,Bangalore,Bangalore,India's #1 SaaS based Salon experience Software,2021,2020.0,Divyanshu Singh,Inflection Point Ventures
2492,Tekie,Education,Seed,1500000.0,Gurugram,Gurugram,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",2021,2017.0,"Anand Verma, Naman Mukund","GSV, Multiply Ventures"
2493,Asirvad Microfinance,Finance,Unknown,15000000.0,Chennai,Chennai,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households. Raja Vaidyanathan,2021,2007.0,"WorldBusiness Capital, Northern Arc",Undisclosed
2494,Avalon Labs,Finance,Pre-series A,3000000.0,Bangalore,Bangalore,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",2021,2017.0,Varun Mayya,"Tanglin Ventures, Better Capital, Whiteboard Capital"
2495,Betterhalf.ai,Energy,Pre-series A,3000000.0,Bangalore,Bangalore,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,2021,2016.0,"Rahul Namdev, Pawan Gupta","Y Combinator, Rehan A Khan"
2496,Koo,Energy,Series B,30000000.0,Bangalore,Bangalore,Koo App operates as a microblogging app.,2021,2020.0,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant"
2497,Rezo.ai,Energy,Seed,3000000.0,Noida,Noida,Conversational AI platform - Innovate the way you communicate,2021,2017.0,"Manish Gupta, Rashi Gupta","Devesh Sachdev, Bhavesh Manglani"
2498,Mentoria,Education,Pre-series A,200000.0,Mumbai,Mumbai,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,2021,2015.0,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra"
2499,Cuvette Tech,Energy,Seed,1800000.0,Bangalore,Bangalore,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,2021,2020.0,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya"
2500,Clensta,Energy,Unknown,600000.0,New Delhi,New Delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation. Puneet Gupta,2021,2016.0,"IAN Fund, World Startup Factory",Undisclosed
2501,FarMart,Energy,Pre-series A,24000000.0,Gurugram,Gurugram,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,2021,2015.0,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital"
2502,Kodo Card,Finance,Seed,8000000.0,Mumbai,Mumbai,Kodo card is a corporate card for new economy businesses in India.,2021,2019.0,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator"
2503,Polygon,Energy,Unknown,3000000.0,Mumbai,Mumbai,"Polygon is a blockchain scalability platform. Jaynti Kanani, Sandeep Nailwal, Anurag Arjun",2021,2017.0,"Mark Cuban, MiH Ventures",Undisclosed
2504,Get My Parking,Energy,Unknown,6000000.0,New Delhi,New Delhi,"Get My Parking, is a B2B Platform-as-a-Service company. Chirag Jain, Rasik Pansare",2021,2015.0,"IvyCap Ventures, IAN Fund",Undisclosed
2505,Cellestial,Energy,Pre-series A,500000.0,Hyderabad,Hyderabad,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,2021,2019.0,Siddhartha Durairajan,"Gurj Aujla, Ashik K"
2506,FanCode,Energy,Unknown,50000000.0,Mumbai,Mumbai,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce. Yannick Colaco",2021,2019.0,Dream Sports,Undisclosed
2507,Jai Kisan,Finance,Series A,30000000.0,Mumbai,Mumbai,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,2021,2017.0,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures"
2508,Plum,Energy,Series A,15000000.0,Bangalore,Bangalore,High quality health insurance and health benefits,2021,2019.0,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre"
2509,ThatMate,Energy,Unknown,140000.0,Satara,Satara,ThatMate is a sexual and mental wellness app for teens. Nishant Neeraj,2021,2019.0,"Supriya Kumari, Premanshu Singh",Undisclosed
2510,Klassroom,Education,Pre-series A,200000.0,Mumbai,Mumbai,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,2021,2016.0,Alka Javeri,ah! Ventures
2511,Convin,Energy,Pre-seed,300000.0,Bangalore,Bangalore,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2021,2019.0,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala"
2512,Mensa Brands,Energy,Series A,50000000.0,Bangalore,Bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,2021.0,Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners"
2513,Disruptium,Energy,Unknown,200000.0,Ahmadabad,Ahmadabad,"A consultancy platform for startups Yash Shah, Kapil Mathrani, Ishit Desai",2021,2021.0,Pravesh Mehta,Undisclosed
2514,MedTel Healthcare,Energy,Pre-series A,5000000.0,Orissia,Orissia,An aggregator for Digital Health Clinics in low resource settings.,2021,2017.0,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",Undisclosed
2515,Pickright Technologies,Finance,Unknown,200000.0,Bangalore,Bangalore,"Pickright is a fintech marketplace platform for stock market investors and the stock market advisors. Namandeep Bhatia, Archana E",2021,2019.0,"Gaurav Gupta, Vivek Srivatsav",Undisclosed
2516,Ingenium,Education,Seed,3000000.0,New Delhi,New Delhi,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,2021,2018.0,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",Lead Angels
2517,BharatPe,Finance,Debt,6000000.0,New Delhi,New Delhi,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",2021,2018.0,"Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners"
2518,RuleZero,Energy,Seed,1000000.0,Bangalore,Bangalore,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,2021,2019.0,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures"
2519,Rubix Data Sciences,Energy,Seed,800000.0,Mumbai,Mumbai,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",2021,2018.0,Mohan Ramaswamy,Undisclosed
2520,Locobuzz,Energy,Series A,4000000.0,Mumbai,Mumbai,LocoBuzz is an analytics-based integrated marketing platform.,2021,2011.0,Vishal Agrawal,Yuj Ventures
2521,We Founder Circle,Finance,Pre-seed,2000000.0,Mumbai,Mumbai,"A global platform of founders for founders offering investment, network and business opportunities.",2021,2020.0,Neeraj Tyagi,Geekster
2522,Haqdarshak,Finance,Pre-series A,800000.0,Jaipur,Jaipur,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,2021,2015.0,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures"
2523,Celcius,Energy,Seed,3000000.0,Mumbai,Mumbai,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,2021,2020.0,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures
2524,Enthu.ai,Energy,Unknown,200000.0,Chandigarh,Chandigarh,"Enthu.AI operates as a conversation intelligence startup. Tushar Jain, Vishal Verma",2021,2020.0,Appit Simple Infotek,Undisclosed
2525,Myelin Foundry,Energy,Pre-series A,1000000.0,Bangalore,Bangalore,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",2021,2019.0,"Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures
2526,SuperOps.ai,Energy,Seed,3000000.0,Chennai,Chennai,SuperOps.ai is an early stage startup in the MSP space.,2021,2020.0,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital"
2527,6Degree,Retail,Unknown,1000000.0,Mumbai,Mumbai,"6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform. Amit Bhardwaj, Nikhil Hegde",2021,2014.0,"Keiretsu Forum, SucSEED Venture Partners",Undisclosed
2528,Teachmint,Education,Series A,16500000.0,Bangalore,Bangalore,Teachmint is an online learning platform that focuses on tutor-student connectivity.,2021,2020.0,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures"
2529,Sarathi,Energy,Seed,100000.0,Jodhpur,Jodhpur,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",2021,2020.0,Aditi Poyam,Undisclosed
2530,Jidoka Technologies,Energy,Seed,340000.0,Chennai,Chennai,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2021,2018.0,Sekar Udayamurthy,Undisclosed
2531,Rapido,Energy,Series C,43000000.0,Bangalore,Bangalore,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2021,2015.0,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners"
2532,BYJU'S,Education,Unknown,150000000.0,Bangalore,Bangalore,"BYJU'S is an educational technology company that develops personalized learning programs for K-12 students. Byju Raveendran, Divya Gokulnath",2021,2011.0,"Tiga Investments, Baron Capital",Undisclosed
2533,ElasticRun,Education,Series D,75000000.0,Pune,Pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2021,2015.0,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital"
2534,Avail Finance,Finance,Debt,3000000.0,Bangalore,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2021,2017.0,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India"
2535,Nivesh,Finance,Pre-series A,1600000.0,Noida,Noida,Nivesh.com is a mass market mutual funds investment platform.,2021,2016.0,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network"
2536,Thingsup,Energy,Unknown,1000000.0,Pune,Pune,"Thingsup is an Enterprise Grade IoT Platform. Akshay Ghadage, Pranav Naiknavare",2021,2020.0,GSF Accelerator,Undisclosed
2537,Arthya Wealth and Investments,Finance,Pre-series A,1000000.0,Mumbai,Mumbai,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2021,2020.0,Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna"
2538,Zepto,Education,Unknown,60000000.0,Mumbai,Mumbai,"Grocery delivery startup Aadit Palicha, Kaivalya Vohra",2021,2021.0,"Glade Brook Capital, Nexus, Y Combinator",Undisclosed
2539,Fi,Finance,Series B,50000000.0,Bangalore,Bangalore,Fi is a neo bank.,2021,2019.0,Sumit Gwalani,"Capital Group, Falcon Edge"
2540,Kiko Live,Energy,Pre-series A,1000000.0,Gurugram,Gurugram,Video-based social commerce startup,2021,2020.0,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra"
2541,TurboHire,Energy,Unknown,3000000.0,Hyderabad,Hyderabad,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking Deepak Agrawal",2021,2019.0,"Arcilla, Samir Khosla",Undisclosed
2542,The Hosteller,Healthcare,Pre-series A,1000000.0,Mumbai,Mumbai,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2021,2015.0,Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network"
2543,SatSure,Energy,Unknown,3000000.0,Bangalore,Bangalore,"SatSure is an innovative decision analytics company Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",2021,2017.0,Baring PE India,Undisclosed
2544,Ruptok Fintech,Finance,Pre-series A,2000000.0,New Delhi,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,2020.0,Ankur Gupta,Manuvel Malabar Jewellers
2545,VilCart,Retail,Unknown,2000000.0,Bangalore,Bangalore,Vilcart's motto is sustainable rural development through stability for rural retailers. Prasanna Kumar,2021,2017.0,Nabventures,Undisclosed
2546,Dogsee Chew,Energy,Pre-series A,7000000.0,Bangalore,Bangalore,100% Natural Dog Treats.,2021,2015.0,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures
2547,Advantage Club,Energy,Pre-series A,3300000.0,Gurugram,Gurugram,Advantage Club is India's largest employee engagement platform.,2021,2014.0,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah"
2548,TRDR,Finance,Unknown,150000.0,Bangalore,Bangalore,TRDR is an all-new approach to investing. Ricky Jacob,2021,2020.0,"Kunal Shah, Snehal Fulzele",Undisclosed
2549,Zoomcar,Energy,Unknown,92000000.0,Bangalore,Bangalore,Zoomcar holds the distinction of being India’s first personal mobility platform Greg Moran,2021,2012.0,SternAegis Ventures,Undisclosed
2550,Leap India,Energy,Unknown,10000000.0,Mumbai,Mumbai,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company. Anurag Malempati",2021,2013.0,CDC Group,Undisclosed
2551,SuperBottoms,Energy,Unknown,400000.0,Mumbai,Mumbai,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin. Pallavi Utagi,2021,2015.0,Alteria Capital,Undisclosed
2552,Cora Health,Healthcare,Seed,600000.0,Bangalore,Bangalore,Social commerce marketplace for everyday health and wellness.,2021,2020.0,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network
2553,Battery Smart,Energy,Pre-series A,7000000.0,New Delhi,New Delhi,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,2021,2019.0,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures"
2554,The Good Glamm Group,Energy,Series D,150000000.0,Pune,Pune,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,2021,2021.0,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus﻿, Prosus Ventures"
2555,Mosaic Wellness,Healthcare,Series A,24000000.0,Mumbai,Mumbai,A platform of digital first health clinics for men and women,2021,2019.0,Dhyanesh Shah,Sequoia
2556,CloudFiles,Energy,Pre-seed,300000.0,Bangalore,Bangalore,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",2021,2020.0,"Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital
2557,The Viral Fever,Energy,Unknown,2000000.0,Mumbai,Mumbai,India's leading digital entertainment network. Arunabh Kumar,2021,2012.0,BlackSoil,Undisclosed
2558,Xpand,Retail,Pre-series A,1500000.0,New Delhi,New Delhi,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,2021,2021.0,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal"
2559,Troo Good,Education,Series A,7000000.0,Hyderabad,Hyderabad,An FMCG company selling nutritious products at an affordable price points.,2021,2018.0,Raju Bhupati,OAKS Asset Management
